predict,gender,weight,height
1,female,61.35948933,123.4201346
2,female,62.07171519,142.6636194
2,female,65.40488188,144.0259412
1,female,61.82336812,112.0018617
1,female,62.94719725,123.6842386
2,female,64.36303372,133.183927
2,female,64.03853748,147.240564
0,female,69.78833269,167.4376589
2,female,62.82235002,126.816039
0,female,71.99125654,177.3660018
2,female,61.99408654,134.417292
2,female,65.80460587,139.4832096
1,female,60.03061012,104.4973318
2,female,64.49886565,146.125363
1,female,62.04964451,119.8653774
2,female,64.56797941,137.5341643
1,female,60.50431592,116.3819743
2,female,61.21444992,128.2664989
2,female,65.7806083,146.8563543
1,female,60.6742784,115.8050352
2,female,64.78985261,124.1725273
2,female,62.99657931,131.0042845
2,female,63.80948265,142.4217765
2,female,62.27990011,133.2552611
1,female,61.71103191,108.028807
2,female,64.82264546,142.6970393
2,female,65.53508718,146.1355424
2,female,61.33665902,127.34182
1,female,57.10386947,93.5063159
1,female,56.44568503,96.64024466
2,female,60.8155622,132.174817
2,female,61.46478353,137.299169
2,female,61.9240636,126.4316967
0,female,66.66459015,153.9485134
2,female,65.08266578,141.1253511
0,female,63.493143,160.5546039
2,female,64.59028563,140.1760817
2,female,61.02434221,134.1937126
1,female,62.24708076,117.2303372
2,female,65.06012567,140.9852458
2,female,63.21982429,142.9734064
2,female,63.22901952,131.2381262
2,female,63.27892843,134.8275936
2,female,66.05067057,138.9063787
2,female,63.03770494,127.0703939
1,female,62.62808294,121.724753
1,female,61.66856602,111.6196124
2,female,63.4440555,126.5076312
1,female,62.06942481,121.9612849
0,female,68.00680397,161.1647092
0,female,66.53495889,163.5615007
1,female,62.5498458,118.903204
2,female,65.18223886,133.5140097
1,female,65.22690075,123.1733821
1,female,63.95483038,121.8886371
0,female,63.82603844,149.369119
2,female,64.09121223,130.9722097
1,female,59.6456491,116.551867
2,female,64.29921744,140.1068064
2,female,66.15762817,143.7091839
2,female,59.08869463,129.2726075
2,female,63.96153518,140.7621884
1,female,62.40706413,120.3033498
2,female,65.46078494,141.8851297
0,female,64.98197829,157.8291518
1,female,61.81765527,121.6150002
0,female,63.82601773,153.8461075
2,female,64.27077207,134.1388161
1,female,57.96193618,112.2269836
1,female,58.59722547,104.7974634
2,female,62.43086682,127.7652495
1,female,61.2184549,119.2754268
1,female,61.70639378,110.9233443
0,female,67.40787625,159.7282136
1,female,63.0419971,122.0872455
2,female,63.91771943,135.6972842
2,female,66.25955804,138.8399399
1,female,60.96731744,113.79525
2,female,62.3828476,125.347102
0,female,65.75280953,160.2900485
0,female,66.25260405,150.0964548
0,female,65.95375622,163.5971219
1,female,62.02837306,103.2750293
2,female,61.52060853,127.3906609
2,female,65.14361589,141.5753003
2,female,65.27433111,136.5085062
1,female,57.44256697,104.4866362
2,female,64.56610758,129.7754571
1,female,57.31390274,95.1390468
1,female,61.83922985,110.4141611
1,female,63.61781518,122.5903559
0,female,64.48516473,150.4028987
0,female,66.11415561,158.9539335
1,female,61.66852287,112.9355906
2,female,63.30959493,144.0175193
2,female,60.845512,135.9564499
1,female,60.44739666,117.653785
1,female,58.8616251,90.72856088
0,female,66.56377205,156.832191
0,female,66.34567466,158.2851317
2,female,62.69642852,134.3959787
2,female,63.11386926,124.8185301
1,female,61.74305495,111.9640925
1,female,61.62998659,111.1724659
2,female,61.52602233,124.8824341
2,female,64.23446984,130.2196381
2,female,61.7595465,131.0222304
0,female,64.83019327,148.9843128
0,female,66.75907054,150.8813297
0,female,67.19076332,176.4329016
0,female,62.95527375,150.5825209
1,female,64.27624274,123.2988015
1,female,60.77915797,110.8800454
2,female,60.62849862,130.9998242
1,female,59.02808724,111.833549
2,female,63.30601816,134.3237693
1,female,61.61994587,113.1701561
1,female,61.19722319,115.9063959
2,female,63.21875893,140.407858
1,female,61.97993469,119.9108456
1,female,56.78543437,83.99307747
1,female,62.80619937,116.7333151
1,female,58.75125363,97.7224906
1,female,61.23624749,111.5027074
1,female,63.31981767,119.3159883
0,female,66.90945227,151.6128907
0,female,68.27672544,177.0852419
1,female,58.64865968,100.2342507
2,female,64.06287248,142.8694695
2,female,64.49323626,141.7356758
2,female,64.31878981,136.1131124
0,female,66.53752819,162.0245078
2,female,62.67409439,147.5178987
2,female,64.31632835,135.1542207
1,female,58.06155297,113.0607203
1,female,58.9265027,105.3299015
0,female,66.25529843,148.832458
2,female,65.66564956,131.339756
1,female,61.34958144,120.500037
2,female,64.58685574,147.1793845
0,female,65.46554701,150.4691607
2,female,63.01407212,129.18901
2,female,64.85254998,140.2286027
2,female,63.1819005,144.6849933
2,female,62.02735749,131.3586621
2,female,64.77087208,139.0345752
1,female,61.45650433,119.5484975
2,female,65.2713831,145.2450829
2,female,64.39271121,133.3183569
1,female,62.59891336,119.1461736
0,female,63.85000818,149.7618856
0,female,65.29686849,150.2536503
0,female,65.12906585,147.7724804
0,female,64.49042271,157.1169704
2,female,62.45708954,124.4365264
0,female,67.40316149,154.2590685
0,female,70.39273783,184.6586105
1,female,61.79188572,118.1663942
0,female,65.33363739,149.7253941
2,female,68.17489212,144.8179076
2,female,64.46706524,143.6633823
2,female,63.60048006,131.0408728
2,female,65.06001174,144.7589644
1,female,61.12472659,117.388949
2,female,64.67687892,131.1821481
0,female,65.67061729,158.0443331
2,female,65.62991846,130.1343564
2,female,62.81190786,129.8223834
1,female,61.75269595,112.9099478
2,female,63.4758722,127.1607048
2,female,60.89451947,128.103419
2,female,62.93492621,132.6165254
0,female,64.96001513,154.7390312
0,female,68.50493009,155.7206526
0,female,68.48136864,180.9224541
0,female,66.11007508,176.3527848
2,female,61.10420513,133.1840998
2,female,62.50136418,128.581092
2,female,63.9867085,146.2658148
0,female,65.50272429,150.3009502
2,female,61.46870338,128.7429729
2,female,63.30608624,128.7296883
2,female,63.01236239,128.1488129
2,female,66.66828573,145.3460937
1,female,59.52878826,114.7521017
1,female,58.98713894,100.743008
2,female,63.96594219,130.6118695
1,female,61.65992175,104.3424698
2,female,65.87502066,146.9627167
0,female,70.43546305,163.2180616
1,female,62.64504174,117.4606364
2,female,62.96592183,130.0245322
2,female,63.92177623,135.6659904
0,female,67.40852785,157.8533245
0,female,64.07247319,153.4650394
1,female,60.85962004,112.0907533
2,female,62.51740907,128.6610478
2,female,63.59937264,130.048575
1,female,60.96991273,115.2281659
2,female,63.18686489,132.9770674
0,female,67.15119145,166.5201188
1,female,60.80771209,117.1835316
0,female,65.56472076,155.2560443
0,female,68.58419476,165.8078729
0,female,66.98698013,155.3302344
2,female,59.30400667,124.6679399
1,female,57.39774037,106.5875627
1,female,63.30000561,121.948217
2,female,63.93043498,134.4091595
0,female,66.39487563,162.3033988
2,female,65.37997421,142.8751415
1,female,61.45864498,109.2083314
1,female,62.07039642,119.2989868
2,female,60.91177092,131.7108128
2,female,67.04197172,139.993374
1,female,58.44507284,90.40667477
2,female,62.22450202,133.8752379
1,female,60.71778284,120.569576
0,female,63.56876019,154.1454119
1,female,62.19169744,112.9354609
1,female,59.77645519,120.7436378
1,female,61.62734724,123.6372253
2,female,62.42696121,127.616506
2,female,60.24335877,131.6611102
1,female,61.09968452,117.1967838
2,female,63.80355837,146.0697891
1,female,60.12149408,110.2773991
1,female,62.15153903,117.6226431
1,female,60.84550828,107.4460544
1,female,60.81492666,110.1412146
2,female,66.64069197,133.0069435
0,female,63.9734479,149.4089927
2,female,62.11035132,136.8708553
2,female,64.62329203,134.6110153
2,female,65.23591282,128.446415
2,female,62.9747851,137.4745698
2,female,64.72079374,143.8408398
2,female,61.99110332,124.2630529
2,female,63.03448673,125.4670161
1,female,61.72207869,107.2247071
0,female,66.23547229,149.4134676
0,female,64.94853593,155.1331864
2,female,68.0047072,142.2892548
2,female,63.56499447,134.1113743
2,female,65.90474446,126.2770399
2,female,61.58267021,127.6865153
1,female,60.85088181,108.9458371
1,female,61.47093776,114.6742794
2,female,63.23651754,132.1754949
0,female,67.94539137,162.1639747
0,female,64.36352039,155.5734994
1,female,55.33649241,88.36658258
1,female,61.58719643,117.4781494
0,female,67.09858325,160.6933299
0,female,66.47084598,161.374933
2,female,65.04972037,128.0390861
1,female,61.17798324,121.3270625
0,female,65.94265808,157.0229869
2,female,62.19602038,124.1572891
0,female,66.93512914,154.9473051
2,female,61.43239994,127.84452
2,female,62.99606997,141.0720783
2,female,62.73209196,126.3737849
1,female,62.16490439,119.304213
1,female,62.92547551,120.1924316
2,female,62.4557193,138.3607652
1,female,55.66820212,68.98253009
2,female,60.96014679,124.8767957
2,female,65.47109105,144.3791218
2,female,60.89292556,134.7135552
1,female,59.80509278,102.1472298
0,female,64.44349555,151.5239473
0,female,69.00783124,159.0868708
0,female,66.65463638,156.7642919
2,female,64.32831721,134.744705
0,female,63.78503821,152.5591964
0,female,66.55609731,154.3934174
0,female,65.56744525,166.9598257
0,female,67.80378945,162.509491
0,female,68.31711986,150.5332006
0,female,67.46060493,165.8669352
1,female,61.45527924,101.8011046
1,female,59.97372202,111.2242901
1,female,62.78673268,107.6958535
1,female,62.07120211,122.6337939
1,female,57.88297788,110.7259721
1,female,59.23919876,111.1812361
1,female,60.84834324,114.9499973
1,female,59.76340044,112.741362
2,female,63.68469752,134.2638812
1,female,62.63592683,119.7891601
2,female,65.12522054,141.5972182
1,female,57.86970441,93.53375287
0,female,69.90946195,162.4654324
2,female,62.86162792,135.5205356
1,female,59.6319099,109.2816387
0,female,64.3254058,156.8005036
2,female,62.77453234,144.9062074
1,female,63.64204534,118.1867179
0,female,69.8258261,171.4863651
1,female,60.16251035,94.23233057
2,female,62.28511401,132.0914991
2,female,64.32849119,135.8190938
2,female,62.51823372,129.2795678
2,female,62.89283084,131.1304466
2,female,62.39615363,127.0327481
1,female,60.12116748,113.4069667
1,female,62.09109128,123.6979033
2,female,64.25565424,142.5034552
2,female,66.3513659,131.2779903
2,female,64.74465538,125.7758123
2,female,64.40449179,142.1613962
0,female,69.32174539,157.161889
2,female,61.8635413,127.0189662
2,female,64.56048838,134.1981533
0,female,66.82440769,165.9662314
2,female,64.785806,147.1909351
2,female,63.73111285,135.5985922
0,female,66.32392245,153.2200429
2,female,66.25724652,142.7152937
2,female,61.70557579,126.7872994
2,female,64.68759119,124.7284872
0,female,69.79498703,182.4511682
1,female,61.16192129,119.0401618
2,female,63.37101299,139.2999346
2,female,66.41886544,134.244935
2,female,64.64261274,128.6062541
2,female,63.2913018,126.4099912
2,female,61.82450712,133.692684
0,female,67.03246648,179.727325
1,female,59.33510789,120.8198701
1,female,61.2369878,114.1607464
1,female,57.92315936,100.5400428
2,female,63.40608492,129.3722124
2,female,64.42841794,142.2058607
2,female,65.23632185,143.9393476
0,female,66.53500864,147.5019138
2,female,65.74773144,145.5762484
1,female,63.73173268,114.2697496
1,female,61.57977657,117.9036349
2,female,59.25272547,139.1408123
1,female,61.45626213,117.0287168
2,female,62.61186934,134.765899
0,female,68.75963603,153.6897385
2,female,64.59743454,144.3303201
1,female,60.60301012,100.0015907
2,female,64.65793999,134.4447848
2,female,62.45381561,132.6973172
1,female,62.40533613,116.6023065
0,female,64.78555122,148.4311769
0,female,65.08774425,148.2643047
2,female,62.07752295,128.4930242
0,female,66.46518404,160.0838642
2,female,62.54787795,125.5980263
2,female,65.97857729,141.1139305
1,female,60.88968151,116.5674876
1,female,62.75099671,120.5451529
2,female,63.73556045,142.4912037
2,female,63.19920307,125.4672539
2,female,62.14866931,131.1141265
0,female,63.97147267,150.3774047
1,female,61.47211056,118.9181143
2,female,64.94854695,141.6897454
1,female,62.11217359,118.9793262
2,female,63.91051577,140.7309516
0,female,65.24107228,150.2299015
1,female,64.31786393,114.0650083
2,female,65.03760715,140.1901888
1,female,57.31302352,93.8764374
2,female,63.21573488,127.0051589
0,female,66.89273656,161.0989821
2,female,63.97392467,133.4595026
1,female,60.54177962,118.3763761
2,female,65.26311424,138.0749014
2,female,63.45805372,133.5752576
0,female,65.05338257,150.1064936
2,female,63.22190719,140.2728344
0,female,65.65295091,151.182098
1,female,60.55212552,113.2323362
1,female,60.58582038,112.599494
2,female,66.67436003,132.0042801
2,female,63.20656148,129.9541402
0,female,68.30676314,166.781195
2,female,63.58027647,135.7802137
1,female,60.91802524,119.772634
1,female,61.29236298,118.330547
0,female,64.82909933,154.8565691
2,female,63.26397712,139.0711443
2,female,64.30821149,140.879463
0,female,62.5871157,153.5743484
0,female,67.31091935,160.3957899
2,female,64.06257877,137.2545183
2,female,64.24110901,142.5790144
1,female,60.51154888,123.6937183
2,female,64.55084076,133.3110571
0,female,66.03699065,150.9945625
1,female,61.69894111,117.0037074
0,female,63.67197195,149.1559471
2,female,62.9675197,124.8106951
0,female,68.2692742,155.5871472
2,female,63.39178727,144.0493874
2,female,62.48803585,138.3938411
2,female,65.31368481,136.880954
2,female,65.41105299,146.9770778
0,female,65.82002345,155.9419728
0,female,66.33233514,147.725696
2,female,65.58196303,143.5412422
2,female,64.34091962,137.8410749
0,female,64.62375871,148.9229346
2,female,65.17625342,139.9963473
2,female,61.83481717,141.039827
2,female,64.40018827,140.0335021
0,female,64.80221252,149.6319486
0,female,66.70065171,173.532518
2,female,63.92143124,142.8431034
2,female,64.65394091,135.0738861
0,female,66.22926003,169.1016868
1,female,60.93643879,118.6185409
2,female,62.41722658,130.7956994
1,female,62.98525348,122.3220005
1,female,60.55835474,121.4652052
2,female,62.79295601,144.8753977
0,female,67.30340544,165.0186298
1,female,59.39027981,123.8304131
2,female,63.67448244,134.6602322
0,female,65.81900667,170.6271193
1,female,62.62233713,106.5939857
2,female,64.15157617,130.4345582
0,female,70.15511799,164.0033702
0,female,68.25931114,171.8560355
1,female,59.96841857,115.4768128
1,female,58.41716345,96.422171
2,female,61.30744569,137.065085
2,female,63.55106972,133.3786991
2,female,65.42851048,128.0396957
2,female,61.4944578,129.4209242
2,female,62.13174991,132.8083526
1,female,63.43559387,120.1846827
0,female,66.97101417,166.3983871
2,female,64.48289484,143.3398695
2,female,64.17616336,129.6022028
0,female,67.01341257,166.4366356
2,female,62.68135251,144.1994757
0,female,65.28205443,160.4857327
0,female,66.13906036,151.5007547
1,female,64.29800817,121.3394372
2,female,62.63325962,137.9768958
0,female,63.08417104,148.9551898
2,female,63.23241937,131.9060709
0,female,64.8180778,151.493587
1,female,61.00854419,118.0380533
2,female,64.74326601,141.4349975
1,female,63.14416915,120.5550172
2,female,63.14120887,138.6514777
0,female,64.36619403,149.6601864
2,female,63.21748789,135.6010057
1,female,60.80777241,112.4363416
1,female,60.43596416,118.0988666
0,female,66.37704247,151.3091801
0,female,67.62913313,163.1122725
1,female,63.09170314,121.0088729
0,female,67.53541474,175.0195639
0,female,65.40103859,158.2248264
1,female,58.99694399,113.734397
0,female,66.56894023,149.0824803
2,female,67.12988024,146.6042839
2,female,61.99156105,129.3215304
2,female,65.11106366,129.070359
0,female,65.22079797,151.5697837
2,female,61.60059709,136.6093456
0,female,66.29540445,154.6967316
1,female,62.61646066,114.9883919
0,female,69.32992168,167.5828524
1,female,63.23806609,115.985361
2,female,65.013435,140.6008311
2,female,60.67485615,128.6158085
0,female,65.38669083,154.2393633
0,female,63.10284972,153.5203574
2,female,63.02422346,131.6392537
2,female,64.49548969,142.495848
2,female,63.66911294,141.9149307
2,female,62.10975704,124.4839472
0,female,67.06881366,152.456871
2,female,64.55639843,146.4115417
2,female,66.0049986,146.668808
2,female,63.82605461,125.5560132
0,female,67.61667293,171.1122028
0,female,66.53849386,164.161857
2,female,62.53765881,124.9202834
0,female,69.05832923,174.7276545
2,female,64.19815531,130.2961772
0,female,65.06591432,154.4931333
2,female,63.17674124,133.305963
2,female,62.89248074,142.8956259
2,female,61.50048653,126.0883382
2,female,62.50921346,132.122066
2,female,65.81759651,138.7105137
2,female,62.69927767,126.6398712
2,female,62.00450677,136.9753981
2,female,64.15710047,130.6241997
1,female,61.02522498,121.0552793
2,female,62.74305466,135.3529145
2,female,62.76372392,134.619078
0,female,65.54881232,150.0696919
2,female,63.1152675,127.508136
2,female,63.73878465,136.2040241
0,female,67.48169709,170.617082
1,female,59.76215649,95.50033085
2,female,64.02695976,138.8764064
2,female,63.93238794,130.9368575
0,female,68.26185551,173.3956924
1,female,60.27626216,92.03794304
1,female,63.23852471,109.1978498
0,female,65.33972495,161.4316575
2,female,62.06933365,132.6547011
0,female,65.98761029,166.8441143
2,female,63.60015169,142.6828251
1,female,58.62120428,105.682556
0,female,62.35161807,147.7766331
2,female,62.06446478,135.5538868
0,female,65.13299844,163.3907701
2,female,63.78045054,125.9649671
2,female,61.59570048,125.6904456
2,female,63.14071992,134.7496608
2,female,61.38769005,139.3253031
2,female,62.40406121,132.85967
2,female,63.09964647,127.8970776
2,female,65.28709944,145.4692366
0,female,67.83344971,180.2898314
1,female,60.90110297,117.0692128
1,female,62.01186034,122.7093844
0,female,68.00608897,160.4988713
0,female,64.41866417,159.9511096
2,female,64.74200437,146.0469964
1,female,61.17741725,119.0261998
0,female,69.1288147,173.7434336
1,female,59.76169612,106.181546
2,female,63.88291186,133.2742694
2,female,63.5988926,124.8295501
0,female,66.50028416,164.2123781
0,female,64.39724057,148.3690545
0,female,67.55589851,154.4369772
0,female,63.48763708,152.9392832
2,female,62.19892747,134.4167691
2,female,65.32796901,139.0454357
0,female,66.76615661,152.944405
2,female,64.12314824,144.457759
0,female,66.54853956,155.9403056
2,female,63.79158206,137.413178
2,female,66.18375813,146.0775596
2,female,65.03453684,145.7060622
1,female,58.39927328,114.9145238
2,female,62.75526308,143.6790727
1,female,61.01691365,122.5511313
1,female,60.41061095,106.642294
2,female,65.23813844,135.6482123
2,female,66.21368062,142.9165337
2,female,63.37462007,130.4033374
2,female,65.88856559,136.8025601
1,female,62.08863158,112.7481098
2,female,63.92566293,146.8050577
1,female,58.78175763,90.77470918
0,female,65.60316823,152.7936436
2,female,66.29052033,139.9393937
2,female,65.42024381,142.7267859
0,female,68.12701632,155.4310065
0,female,67.39904896,161.3873559
0,female,68.30162208,168.7869387
0,female,68.82143178,188.6918621
2,female,64.1643366,139.6447002
2,female,66.58673591,143.9984154
0,female,68.19779554,172.3812749
0,female,67.91058659,164.3952617
0,female,69.37973489,177.7000437
2,female,64.55621193,146.3358968
2,female,64.9976098,123.8684292
2,female,60.7325592,129.9316495
0,female,66.66709852,161.0345294
2,female,65.4259315,142.451122
0,female,65.05632512,148.8057397
0,female,66.24516585,165.6165561
2,female,65.32867756,133.6936749
1,female,63.76141993,117.5519873
0,female,66.61571158,148.7079522
2,female,64.7054369,146.8487122
1,female,60.68084562,113.6420604
2,female,63.78490948,140.4107411
1,female,60.85835314,117.6964919
2,female,64.85997324,140.784838
0,female,65.80002802,151.5569464
2,female,62.63300531,127.5366647
1,female,63.38666031,114.5045608
1,female,62.57349183,120.5834448
0,female,70.66430035,162.2815552
1,female,62.72134956,119.4865172
0,female,67.39192596,167.4882265
1,female,59.55964771,110.9182256
2,female,63.68803988,130.3365491
2,female,63.74143126,140.4540485
2,female,66.21731487,143.0425668
2,female,61.51138323,135.0515804
2,female,62.78104805,135.6287906
1,female,61.94552329,110.6571421
2,female,66.2048299,137.1648794
2,female,63.7848706,134.2283713
2,female,63.12804299,136.5928005
2,female,63.88944361,144.3759678
0,female,66.83723037,152.9198208
0,female,66.05547263,150.9956725
0,female,64.26465798,162.8041223
1,female,61.48963366,119.3303412
0,female,66.83024309,165.352733
1,female,60.10786148,122.3637894
2,female,65.17710023,134.6712491
2,female,62.45879162,136.0989153
1,female,61.36405241,115.1757529
2,female,63.62357422,137.9046333
1,female,60.77205438,103.2745436
0,female,64.54224989,162.4134633
2,female,65.5981805,145.0804043
0,female,67.51703806,169.3088934
2,female,61.83143986,144.9127593
1,female,57.65488503,98.87672255
0,female,66.16293085,158.1723552
0,female,65.6923234,174.794469
1,female,58.64288882,91.13630366
0,female,66.21507326,175.0809937
1,female,59.00174196,102.4786647
0,female,67.96526601,147.3040443
0,female,68.25823685,165.8457794
0,female,64.13259552,150.5182954
2,female,65.05626827,141.1601005
1,female,60.21339537,109.6628132
1,female,61.12011643,123.5811647
0,female,69.11929182,168.8644028
0,female,66.73988258,152.9366234
2,female,61.71226676,129.7771305
0,female,66.1685183,172.006998
1,female,56.07869973,94.48837405
0,female,67.95981356,175.3534503
2,female,63.34998793,139.223151
1,female,61.45028217,100.8179962
0,female,68.50544232,176.9049212
1,female,61.46809964,122.8684986
0,female,68.4697154,172.5773581
2,female,65.40302573,146.9503887
1,female,56.1089021,80.53125938
0,female,67.46436937,175.8372595
2,female,63.9165972,145.6242906
2,female,64.80668583,138.4852177
2,female,61.224458,130.5390508
2,female,63.57207387,139.1897546
1,female,58.50382088,102.1244607
0,female,68.16015909,158.0961834
0,female,63.75602373,148.8783229
0,female,66.39968698,148.6331536
2,female,59.56761985,130.1192456
2,female,64.06072083,137.7986914
0,female,61.82295632,151.621748
0,female,67.76350432,154.0417587
2,female,59.55076633,132.9883887
2,female,62.66758012,124.0339778
2,female,65.94178819,142.8396459
2,female,60.78688352,133.2355384
0,female,67.38247488,158.8175024
1,female,62.81405346,114.3339155
2,female,63.36655529,128.0372353
0,female,67.3571662,163.6671832
2,female,62.5657304,128.8711963
2,female,63.07117096,141.2149778
1,female,62.23463299,118.8527054
1,female,60.67945691,120.952343
1,female,62.1406892,117.2872341
1,female,60.50332654,117.673179
2,female,62.18398234,131.6591192
2,female,64.48937563,141.9261221
0,female,65.26841197,148.2010805
0,female,66.78882199,152.4106989
1,female,59.89139662,108.625579
0,female,66.2065977,169.0897596
0,female,67.90225224,150.7244488
1,female,59.08666849,101.0371536
0,female,69.12915563,164.8190829
2,female,66.8118904,139.7864756
2,female,64.15040274,144.985146
2,female,63.26327461,137.3649025
2,female,62.61769,138.0824823
0,female,64.72560185,157.9718802
2,female,63.4405158,140.1434272
1,female,63.40291648,118.2716877
1,female,64.29586199,120.1158208
1,female,60.26615477,106.1382659
1,female,64.92362456,122.4857953
2,female,66.51734475,143.074198
2,female,64.32892277,140.1812677
0,female,65.34104083,148.7213997
2,female,62.24220844,133.3245811
2,female,60.62639435,128.6173807
2,female,64.46942285,135.1939719
0,female,66.41458399,150.9576996
0,female,68.97499091,167.2199405
1,female,61.98422986,117.6404541
1,female,62.16084929,118.5123108
2,female,61.41058971,139.8998183
2,female,64.74714798,124.5466856
2,female,63.84405984,140.0082381
0,female,66.25825803,160.5300525
0,female,64.60458117,151.0309724
2,female,64.40979454,136.2450585
0,female,67.824715,153.2695716
2,female,63.73284708,144.7776575
0,female,69.27197824,168.1817415
2,female,67.64353866,145.907968
1,female,60.56848369,110.4907184
1,female,60.03728766,117.6058738
1,female,59.62660455,107.4717324
0,female,68.33344751,175.1345351
0,female,65.6879083,158.8407203
0,female,68.1679857,164.961352
0,female,67.51839902,151.7643136
2,female,63.46261983,126.6898454
2,female,63.74303984,126.2939623
0,female,67.07366076,160.459759
2,female,62.69468206,126.6927143
0,female,67.23465395,153.4265061
2,female,62.80323341,126.0105657
2,female,62.11751221,137.2821781
1,female,57.80732285,107.7050259
1,female,63.41385406,121.2008492
2,female,62.38553415,137.5336705
2,female,62.0501442,127.0510315
0,female,63.77807936,149.8949514
0,female,68.71741965,166.7999758
0,female,65.07796828,148.7331537
1,female,61.56060912,116.6267983
1,female,61.71892388,121.6065086
2,female,64.52160984,147.0250106
1,female,60.7710585,109.8373857
2,female,65.25472985,140.5053866
2,female,63.2546663,135.8656636
2,female,65.0422212,142.9042541
2,female,63.7838704,139.3405373
2,female,62.92004949,131.5736751
0,female,63.27171853,149.1227265
2,female,64.42433829,136.9769518
2,female,65.15507988,137.8061657
2,female,64.24281547,138.4064964
1,female,61.89365652,117.6461029
1,female,62.75595876,122.5153196
2,female,67.71123154,145.4084463
0,female,66.29391975,168.14351
1,female,58.57757583,109.0516293
2,female,61.65177189,129.0282414
1,female,58.47098364,103.0459528
2,female,64.95634475,144.7590894
1,female,57.9470911,91.46899763
0,female,68.11141864,154.7858828
1,female,60.14386882,107.1660506
0,female,65.64262176,155.9110233
2,female,63.82272487,138.8957124
0,female,67.54666331,150.8878695
0,female,67.45028339,168.5170671
2,female,64.96414662,125.8200715
2,female,62.14929576,131.1149727
0,female,64.60135853,168.9078937
2,female,65.11421536,142.9719144
0,female,64.31050918,158.7451293
2,female,62.65934396,124.2572112
1,female,63.96322684,110.5810019
2,female,64.93464296,129.2193545
0,female,66.69035287,157.7938252
0,female,68.02228235,162.6525282
2,female,62.9027288,137.0417948
1,female,63.66579779,122.1482527
1,female,58.37681219,96.57921203
1,female,62.2438493,113.2906375
0,female,67.27724957,155.6426032
2,female,61.92369767,134.6821266
2,female,61.64664118,134.4757731
2,female,63.13233936,130.5147365
2,female,65.67830604,146.5133767
2,female,61.82727815,129.6853101
1,female,61.66643509,120.6061593
2,female,65.69812788,145.6251842
1,female,59.2644117,117.535232
2,female,64.52062705,133.2942383
0,female,63.90564697,169.0791294
